UTD;ZONA;CARTEIRA;TURMA;TOTAL_ESPERADO_MAPA;TOTAL_ESPERADO_ATENA;DATA_PEDIDO;DIA_SEMANA;FLAG_DEF
CONCEICAO DO COITE;66;CORTE;EPS;6,0;;2022-08-24;4;
CONCEICAO DO COITE;68;CORTE;EPS;6,0;;2022-08-24;4;
CONCEICAO DO COITE;72;CORTE;EPS;6,0;;2022-08-24;4;
IRECE;192;RECORTE;EPS;6,0;;2022-08-24;4;
IRECE;193;RECORTE;EPS;18,0;;2022-08-24;4;
IRECE;197;RECORTE;EPS;6,0;;2022-08-24;4;
IRECE;198;RECORTE;EPS;6,0;;2022-08-24;4;
IRECE;199;RECORTE;EPS;6,0;;2022-08-24;4;
IRECE;203;RECORTE;EPS;6,0;;2022-08-24;4;
IRECE;205;RECORTE;EPS;6,0;;2022-08-24;4;
IRECE;207;RECORTE;EPS;6,0;;2022-08-24;4;
IRECE;211;RECORTE;EPS;6,0;;2022-08-24;4;
JUAZEIRO;286;CORTE;EPS;14,0;;2022-08-24;4;
JUAZEIRO;288;CORTE;EPS;14,0;;2022-08-24;4;
JUAZEIRO;289;CORTE;EPS;14,0;;2022-08-24;4;
JUAZEIRO;291;CORTE;EPS;14,0;;2022-08-24;4;
PORTO SEGURO;366;RECORTE;EPS;14,0;;2022-08-24;4;
PORTO SEGURO;377;RECORTE;EPS;14,0;;2022-08-24;4;
TEIXEIRA DE FREITAS;484;CORTE;EPS;14,0;;2022-08-24;4;
TEIXEIRA DE FREITAS;470;CORTE;EPS;14,0;;2022-08-24;4;
TEIXEIRA DE FREITAS;480;CORTE;EPS;14,0;;2022-08-24;4;
TEIXEIRA DE FREITAS;481;CORTE;EPS;14,0;;2022-08-24;4;
ESPLANADA;77;BAIXA;EPS;6,0;;2022-08-24;4;
ESPLANADA;78;BAIXA;EPS;12,0;;2022-08-24;4;
ESPLANADA;79;BAIXA;EPS;6,0;;2022-08-24;4;
ESPLANADA;80;BAIXA;EPS;6,0;;2022-08-24;4;
ESPLANADA;83;BAIXA;EPS;6,0;;2022-08-24;4;
IRECE;193;BAIXA;EPS;24,0;;2022-08-24;4;
IRECE;197;BAIXA;EPS;8,0;;2022-08-24;4;
IRECE;198;BAIXA;EPS;8,0;;2022-08-24;4;
IRECE;199;BAIXA;EPS;8,0;;2022-08-24;4;
IRECE;203;BAIXA;EPS;8,0;;2022-08-24;4;
IRECE;205;BAIXA;EPS;8,0;;2022-08-24;4;
IRECE;207;BAIXA;EPS;8,0;;2022-08-24;4;
IRECE;211;BAIXA;EPS;8,0;;2022-08-24;4;
ITABUNA;236;RECORTE;STC;14,0;;2022-08-24;4;
ITABUNA;229;RECORTE;STC;14,0;;2022-08-24;4;
LUIS EDUARDO MAGALHAES;316;RECORTE;STC;14,0;;2022-08-24;4;
PAULO AFONSO;335;RECORTE;STC;14,0;;2022-08-24;4;
CANDEIAS;58;RECORTE;EPS;24,0;;2022-08-25;5;
CANDEIAS;59;RECORTE;EPS;12,0;;2022-08-25;5;
FEIRA DE SANTANA NORTE;116;CORTE;EPS;28,0;;2022-08-25;5;
IPIAU;188;CORTE;EPS;6,0;;2022-08-25;5;
IPIAU;190;CORTE;EPS;6,0;;2022-08-25;5;
IPIAU;526;CORTE;EPS;6,0;;2022-08-25;5;
IPIAU;530;CORTE;EPS;6,0;;2022-08-25;5;
IPIAU;531;CORTE;EPS;6,0;;2022-08-25;5;
IPIAU;532;CORTE;EPS;6,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;313;CORTE;EPS;6,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;317;CORTE;EPS;6,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;318;CORTE;EPS;6,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;319;CORTE;EPS;6,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;320;CORTE;EPS;6,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;321;CORTE;EPS;6,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;322;CORTE;EPS;6,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;323;CORTE;EPS;6,0;;2022-08-25;5;
SANTO AMARO;421;CORTE;EPS;8,0;;2022-08-25;5;
SANTO AMARO;422;CORTE;EPS;16,0;;2022-08-25;5;
SANTO AMARO;424;CORTE;EPS;16,0;;2022-08-25;5;
SEABRA;442;CORTE;EPS;9,0;;2022-08-25;5;
SENHOR DO BONFIM;454;CORTE;EPS;18,0;;2022-08-25;5;
SENHOR DO BONFIM;450;CORTE;EPS;18,0;;2022-08-25;5;
VITORIA DA CONQUISTA;503;RECORTE;EPS;14,0;;2022-08-25;5;
VITORIA DA CONQUISTA;518;RECORTE;EPS;14,0;;2022-08-25;5;
CONCEICAO DO COITE;62;BAIXA;EPS;6,0;;2022-08-25;5;
CONCEICAO DO COITE;64;BAIXA;EPS;6,0;;2022-08-25;5;
CONCEICAO DO COITE;67;BAIXA;EPS;6,0;;2022-08-25;5;
CONCEICAO DO COITE;68;BAIXA;EPS;6,0;;2022-08-25;5;
CONCEICAO DO COITE;72;BAIXA;EPS;6,0;;2022-08-25;5;
CONCEICAO DO COITE;76;BAIXA;EPS;6,0;;2022-08-25;5;
BOM JESUS DA LAPA;24;CORTE;STC;14,0;;2022-08-25;5;
BOM JESUS DA LAPA;32;CORTE;STC;14,0;;2022-08-25;5;
BOM JESUS DA LAPA;28;CORTE;STC;14,0;;2022-08-25;5;
BOM JESUS DA LAPA;31;CORTE;STC;14,0;;2022-08-25;5;
CAMACARI;56;CORTE;STC;14,0;;2022-08-25;5;
IBOTIRAMA;156;CORTE;STC;14,0;;2022-08-25;5;
IBOTIRAMA;165;CORTE;STC;14,0;;2022-08-25;5;
IBOTIRAMA;167;CORTE;STC;14,0;;2022-08-25;5;
ITABUNA;227;CORTE;STC;14,0;;2022-08-25;5;
ITABUNA;228;CORTE;STC;14,0;;2022-08-25;5;
LUIS EDUARDO MAGALHAES;322;CORTE;STC;14,0;;2022-08-25;5;
PAULO AFONSO;327;RECORTE;STC;14,0;;2022-08-25;5;
PAULO AFONSO;332;CORTE;STC;14,0;;2022-08-25;5;
PAULO AFONSO;329;CORTE;STC;14,0;;2022-08-25;5;
PAULO AFONSO;325;CORTE;STC;14,0;;2022-08-25;5;
SANTA MARIA DA VITORIA;415;CORTE;STC;14,0;;2022-08-25;5;
SANTA MARIA DA VITORIA;418;CORTE;STC;14,0;;2022-08-25;5;
BRUMADO;39;CORTE;EPS;5,0;;2022-08-19;6;
BRUMADO;41;CORTE;EPS;5,0;;2022-08-19;6;
BRUMADO;47;CORTE;EPS;5,0;;2022-08-19;6;
GUANAMBI;138;CORTE;EPS;5,0;;2022-08-19;6;
GUANAMBI;142;CORTE;EPS;5,0;;2022-08-19;6;
ITAPOAN;250;CORTE;EPS;45,0;;2022-08-19;6;
ITAPOAN;251;CORTE;EPS;30,0;;2022-08-19;6;
ITAPOAN;253;CORTE;EPS;15,0;;2022-08-19;6;
ITAPOAN;254;CORTE;EPS;15,0;;2022-08-19;6;
LIVRAMENTO DE NOSSA SENHORA;301;CORTE;EPS;5,0;;2022-08-19;6;
LIVRAMENTO DE NOSSA SENHORA;302;CORTE;EPS;5,0;;2022-08-19;6;
PORTO SEGURO;360;CORTE;EPS;8,0;;2022-08-19;6;
PORTO SEGURO;363;CORTE;EPS;8,0;;2022-08-19;6;
PORTO SEGURO;366;CORTE;EPS;8,0;;2022-08-19;6;
PORTO SEGURO;369;CORTE;EPS;8,0;;2022-08-19;6;
PORTO SEGURO;370;CORTE;EPS;8,0;;2022-08-19;6;
PORTO SEGURO;375;CORTE;EPS;8,0;;2022-08-19;6;
PORTO SEGURO;376;CORTE;EPS;16,0;;2022-08-19;6;
PORTO SEGURO;377;CORTE;EPS;8,0;;2022-08-19;6;
REMANSO;390;CORTE;EPS;9,0;;2022-08-19;6;
REMANSO;392;CORTE;EPS;27,0;;2022-08-19;6;
REMANSO;393;CORTE;EPS;18,0;;2022-08-19;6;
RIBEIRA DO POMBAL;399;CORTE;EPS;8,0;;2022-08-19;6;
RIBEIRA DO POMBAL;400;CORTE;EPS;8,0;;2022-08-19;6;
RIBEIRA DO POMBAL;405;CORTE;EPS;8,0;;2022-08-19;6;
RIBEIRA DO POMBAL;408;CORTE;EPS;8,0;;2022-08-19;6;
RIBEIRA DO POMBAL;409;CORTE;EPS;8,0;;2022-08-19;6;
SANTO AMARO;419;CORTE;EPS;18,0;;2022-08-19;6;
SANTO AMARO;420;CORTE;EPS;9,0;;2022-08-19;6;
SENHOR DO BONFIM;445;CORTE;EPS;9,0;;2022-08-19;6;
SENHOR DO BONFIM;453;CORTE;EPS;9,0;;2022-08-19;6;
SENHOR DO BONFIM;446;CORTE;EPS;9,0;;2022-08-19;6;
TEIXEIRA DE FREITAS;485;CORTE;EPS;9,0;;2022-08-19;6;
TEIXEIRA DE FREITAS;469;CORTE;EPS;9,0;;2022-08-19;6;
TEIXEIRA DE FREITAS;475;CORTE;EPS;9,0;;2022-08-19;6;
TEIXEIRA DE FREITAS;479;CORTE;EPS;9,0;;2022-08-19;6;
TEIXEIRA DE FREITAS;482;CORTE;EPS;9,0;;2022-08-19;6;
EUNAPOLIS;103;CORTE;STC;15,0;;2022-08-19;6;
GRACA;131;RECORTE;STC;15,0;;2022-08-19;6;
GRACA;130;CORTE;STC;15,0;;2022-08-19;6;
GRACA;134;CORTE;STC;15,0;;2022-08-19;6;
GRACA;136;CORTE;STC;15,0;;2022-08-19;6;
GRACA;137;CORTE;STC;15,0;;2022-08-19;6;
PIRAJA;350;RECORTE;STC;15,0;;2022-08-19;6;
PIRAJA;350;CORTE;STC;15,0;;2022-08-19;6;
PIRAJA;354;CORTE;STC;15,0;;2022-08-19;6;
PIRAJA;355;CORTE;STC;15,0;;2022-08-19;6;
TEIXEIRA DE FREITAS;472;CORTE;STC;15,0;;2022-08-19;6;
TEIXEIRA DE FREITAS;469;CORTE;STC;15,0;;2022-08-19;6;
VALENCA;491;RECORTE;STC;15,0;;2022-08-19;6;
VALENCA;490;CORTE;STC;15,0;;2022-08-19;6;
VALENCA;495;CORTE;STC;15,0;;2022-08-19;6;
AMARGOSA;11;CORTE;STC;16,0;;2022-08-18;5;
BRUMADO;37;CORTE;STC;9,0;;2022-08-18;5;
BRUMADO;46;CORTE;STC;9,0;;2022-08-18;5;
BRUMADO;35;CORTE;STC;9,0;;2022-08-18;5;
BRUMADO;40;CORTE;STC;9,0;;2022-08-18;5;
BRUMADO;39;CORTE;STC;9,0;;2022-08-18;5;
CONCEICAO DO COITE;65;CORTE;STC;9,0;;2022-08-18;5;
ESPLANADA;81;CORTE;STC;9,0;;2022-08-18;5;
EUNAPOLIS;101;CORTE;STC;9,0;;2022-08-18;5;
ITABUNA;233;CORTE;STC;16,0;;2022-08-18;5;
JEQUIE;266;CORTE;STC;9,0;;2022-08-18;5;
JEQUIE;271;CORTE;STC;9,0;;2022-08-18;5;
JEQUIE;277;CORTE;STC;9,0;;2022-08-18;5;
JEQUIE;278;CORTE;STC;9,0;;2022-08-18;5;
JEQUIE;279;CORTE;STC;9,0;;2022-08-18;5;
JEQUIE;282;CORTE;STC;9,0;;2022-08-18;5;
PAULO AFONSO;328;CORTE;STC;9,0;;2022-08-18;5;
PAULO AFONSO;403;CORTE;STC;9,0;;2022-08-18;5;
PAULO AFONSO;407;CORTE;STC;9,0;;2022-08-18;5;
PORTO SEGURO;369;CORTE;STC;9,0;;2022-08-18;5;
POSTO DA MATA;385;CORTE;STC;16,0;;2022-08-18;5;
REMANSO;392;RECORTE;STC;9,0;;2022-08-18;5;
REMANSO;390;RECORTE;STC;9,0;;2022-08-18;5;
REMANSO;395;CORTE;STC;9,0;;2022-08-18;5;
RIBEIRA DO POMBAL;400;CORTE;STC;9,0;;2022-08-18;5;
RIBEIRA DO POMBAL;399;CORTE;STC;9,0;;2022-08-18;5;
RIBEIRA DO POMBAL;404;CORTE;STC;9,0;;2022-08-18;5;
RIBEIRA DO POMBAL;408;CORTE;STC;9,0;;2022-08-18;5;
SENHOR DO BONFIM;449;CORTE;STC;9,0;;2022-08-18;5;
SERRINHA;467;RECORTE;STC;9,0;;2022-08-18;5;
SERRINHA;468;CORTE;STC;9,0;;2022-08-18;5;
VALENCA;494;CORTE;STC;9,0;;2022-08-18;5;
VITORIA DA CONQUISTA;499;CORTE;STC;9,0;;2022-08-18;5;
VITORIA DA CONQUISTA;504;CORTE;STC;9,0;;2022-08-18;5;
VITORIA DA CONQUISTA;509;CORTE;STC;9,0;;2022-08-18;5;
VITORIA DA CONQUISTA;512;CORTE;STC;9,0;;2022-08-18;5;
VITORIA DA CONQUISTA;501;CORTE;STC;9,0;;2022-08-18;5;
VITORIA DA CONQUISTA;505;CORTE;STC;9,0;;2022-08-18;5;
VITORIA DA CONQUISTA;502;CORTE;STC;9,0;;2022-08-18;5;
VITORIA DA CONQUISTA;522;CORTE;STC;9,0;;2022-08-18;5;
BRUMADO;38;CORTE;EPS;5,0;;2022-08-22;2;
BRUMADO;42;CORTE;EPS;5,0;;2022-08-22;2;
BRUMADO;49;CORTE;EPS;5,0;;2022-08-22;2;
IRECE;192;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;193;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;194;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;195;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;197;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;198;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;203;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;205;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;207;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;210;CORTE;EPS;15,0;;2022-08-22;2;
IRECE;211;CORTE;EPS;15,0;;2022-08-22;2;
ITABUNA;172;CORTE;EPS;15,0;;2022-08-22;2;
ITABUNA;185;CORTE;EPS;30,0;;2022-08-22;2;
ITABUNA;225;CORTE;EPS;15,0;;2022-08-22;2;
ITABUNA;226;CORTE;EPS;15,0;;2022-08-22;2;
ITABUNA;227;CORTE;EPS;15,0;;2022-08-22;2;
ITABUNA;229;CORTE;EPS;15,0;;2022-08-22;2;
ITAPETINGA;238;CORTE;EPS;9,0;;2022-08-22;2;
ITAPETINGA;241;CORTE;EPS;9,0;;2022-08-22;2;
ITAPETINGA;249;CORTE;EPS;9,0;;2022-08-22;2;
ITAPETINGA;244;CORTE;EPS;9,0;;2022-08-22;2;
LIVRAMENTO DE NOSSA SENHORA;312;CORTE;EPS;5,0;;2022-08-22;2;
LIVRAMENTO DE NOSSA SENHORA;305;CORTE;EPS;5,0;;2022-08-22;2;
LIVRAMENTO DE NOSSA SENHORA;311;CORTE;EPS;5,0;;2022-08-22;2;
PITUBA;356;CORTE;EPS;45,0;;2022-08-22;2;
PITUBA;357;CORTE;EPS;15,0;;2022-08-22;2;
PITUBA;358;CORTE;EPS;15,0;;2022-08-22;2;
PITUBA;359;CORTE;EPS;15,0;;2022-08-22;2;
REMANSO;389;CORTE;EPS;8,0;;2022-08-22;2;
REMANSO;392;CORTE;EPS;24,0;;2022-08-22;2;
REMANSO;393;CORTE;EPS;16,0;;2022-08-22;2;
RIBEIRA DO POMBAL;399;CORTE;EPS;8,0;;2022-08-22;2;
RIBEIRA DO POMBAL;400;CORTE;EPS;8,0;;2022-08-22;2;
RIBEIRA DO POMBAL;405;CORTE;EPS;8,0;;2022-08-22;2;
RIBEIRA DO POMBAL;408;CORTE;EPS;8,0;;2022-08-22;2;
RIBEIRA DO POMBAL;409;CORTE;EPS;8,0;;2022-08-22;2;
SANTO AMARO;419;CORTE;EPS;18,0;;2022-08-22;2;
SANTO AMARO;420;CORTE;EPS;9,0;;2022-08-22;2;
SANTO AMARO;425;CORTE;EPS;9,0;;2022-08-22;2;
SEABRA;443;CORTE;EPS;9,0;;2022-08-22;2;
SEABRA;439;CORTE;EPS;9,0;;2022-08-22;2;
SENHOR DO BONFIM;445;CORTE;EPS;9,0;;2022-08-22;2;
SENHOR DO BONFIM;453;CORTE;EPS;9,0;;2022-08-22;2;
SENHOR DO BONFIM;451;CORTE;EPS;9,0;;2022-08-22;2;
TEIXEIRA DE FREITAS;485;CORTE;EPS;9,0;;2022-08-22;2;
TEIXEIRA DE FREITAS;469;CORTE;EPS;9,0;;2022-08-22;2;
TEIXEIRA DE FREITAS;474;CORTE;EPS;9,0;;2022-08-22;2;
TEIXEIRA DE FREITAS;475;CORTE;EPS;9,0;;2022-08-22;2;
TEIXEIRA DE FREITAS;479;CORTE;EPS;9,0;;2022-08-22;2;
GRACA;137;RECORTE;STC;15,0;;2022-08-22;2;
GRACA;133;CORTE;STC;15,0;;2022-08-22;2;
GRACA;135;CORTE;STC;15,0;;2022-08-22;2;
GRACA;136;CORTE;STC;15,0;;2022-08-22;2;
GRACA;137;CORTE;STC;15,0;;2022-08-22;2;
PIRAJA;351;RECORTE;STC;15,0;;2022-08-22;2;
PIRAJA;352;CORTE;STC;15,0;;2022-08-22;2;
PIRAJA;353;CORTE;STC;15,0;;2022-08-22;2;
PIRAJA;354;CORTE;STC;15,0;;2022-08-22;2;
POSTO DA MATA;387;CORTE;STC;15,0;;2022-08-22;2;
SENHOR DO BONFIM;454;RECORTE;STC;15,0;;2022-08-22;2;
TEIXEIRA DE FREITAS;472;RECORTE;STC;15,0;;2022-08-22;2;
TEIXEIRA DE FREITAS;481;CORTE;STC;15,0;;2022-08-22;2;
VALENCA;493;RECORTE;STC;15,0;;2022-08-22;2;
VALENCA;490;CORTE;STC;15,0;;2022-08-22;2;
BRUMADO;40;CORTE;EPS;5,0;;2022-08-23;3;
BRUMADO;44;CORTE;EPS;5,0;;2022-08-23;3;
IRECE;192;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;193;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;196;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;197;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;198;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;199;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;203;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;204;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;205;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;207;CORTE;EPS;15,0;;2022-08-23;3;
IRECE;211;CORTE;EPS;15,0;;2022-08-23;3;
ITABUNA;172;CORTE;EPS;15,0;;2022-08-23;3;
ITABUNA;185;CORTE;EPS;30,0;;2022-08-23;3;
ITABUNA;225;CORTE;EPS;15,0;;2022-08-23;3;
ITABUNA;227;CORTE;EPS;15,0;;2022-08-23;3;
ITABUNA;229;CORTE;EPS;15,0;;2022-08-23;3;
ITABUNA;230;CORTE;EPS;15,0;;2022-08-23;3;
ITAPETINGA;237;CORTE;EPS;9,0;;2022-08-23;3;
ITAPETINGA;249;CORTE;EPS;9,0;;2022-08-23;3;
ITAPETINGA;248;CORTE;EPS;9,0;;2022-08-23;3;
LIVRAMENTO DE NOSSA SENHORA;312;CORTE;EPS;5,0;;2022-08-23;3;
LIVRAMENTO DE NOSSA SENHORA;310;CORTE;EPS;5,0;;2022-08-23;3;
LIVRAMENTO DE NOSSA SENHORA;311;CORTE;EPS;5,0;;2022-08-23;3;
PITUBA;356;CORTE;EPS;30,0;;2022-08-23;3;
PITUBA;357;CORTE;EPS;15,0;;2022-08-23;3;
PITUBA;358;CORTE;EPS;15,0;;2022-08-23;3;
PITUBA;359;CORTE;EPS;15,0;;2022-08-23;3;
REMANSO;390;CORTE;EPS;8,0;;2022-08-23;3;
REMANSO;392;CORTE;EPS;24,0;;2022-08-23;3;
REMANSO;393;CORTE;EPS;16,0;;2022-08-23;3;
RIBEIRA DO POMBAL;399;CORTE;EPS;8,0;;2022-08-23;3;
RIBEIRA DO POMBAL;400;CORTE;EPS;8,0;;2022-08-23;3;
RIBEIRA DO POMBAL;405;CORTE;EPS;8,0;;2022-08-23;3;
RIBEIRA DO POMBAL;409;CORTE;EPS;8,0;;2022-08-23;3;
SANTO AMARO;419;CORTE;EPS;18,0;;2022-08-23;3;
SANTO AMARO;420;CORTE;EPS;9,0;;2022-08-23;3;
SANTO AMARO;425;CORTE;EPS;9,0;;2022-08-23;3;
SEABRA;437;CORTE;EPS;9,0;;2022-08-23;3;
SEABRA;440;CORTE;EPS;9,0;;2022-08-23;3;
SEABRA;444;CORTE;EPS;9,0;;2022-08-23;3;
SEABRA;441;CORTE;EPS;9,0;;2022-08-23;3;
SENHOR DO BONFIM;445;CORTE;EPS;9,0;;2022-08-23;3;
SENHOR DO BONFIM;448;CORTE;EPS;9,0;;2022-08-23;3;
SENHOR DO BONFIM;446;CORTE;EPS;9,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;485;CORTE;EPS;9,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;470;CORTE;EPS;9,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;476;CORTE;EPS;9,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;481;CORTE;EPS;9,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;482;CORTE;EPS;9,0;;2022-08-23;3;
AMARGOSA;7;RECORTE;STC;15,0;;2022-08-23;3;
CONCEICAO DO COITE;74;CORTE;STC;5,0;;2022-08-23;3;
GRACA;129;RECORTE;STC;15,0;;2022-08-23;3;
GRACA;131;RECORTE;STC;15,0;;2022-08-23;3;
GRACA;134;RECORTE;STC;15,0;;2022-08-23;3;
GRACA;136;RECORTE;STC;15,0;;2022-08-23;3;
GRACA;137;CORTE;STC;15,0;;2022-08-23;3;
PIRAJA;352;RECORTE;STC;15,0;;2022-08-23;3;
PIRAJA;353;RECORTE;STC;75,0;;2022-08-23;3;
PIRAJA;355;RECORTE;STC;15,0;;2022-08-23;3;
PIRAJA;352;CORTE;STC;15,0;;2022-08-23;3;
PIRAJA;353;CORTE;STC;45,0;;2022-08-23;3;
POSTO DA MATA;383;CORTE;STC;15,0;;2022-08-23;3;
SENHOR DO BONFIM;447;RECORTE;STC;15,0;;2022-08-23;3;
SENHOR DO BONFIM;454;RECORTE;STC;15,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;470;RECORTE;STC;15,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;474;RECORTE;STC;15,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;469;RECORTE;STC;15,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;480;RECORTE;STC;15,0;;2022-08-23;3;
TEIXEIRA DE FREITAS;479;CORTE;STC;15,0;;2022-08-23;3;
VALENCA;486;RECORTE;STC;15,0;;2022-08-23;3;
VALENCA;490;RECORTE;STC;15,0;;2022-08-23;3;
VALENCA;493;RECORTE;STC;15,0;;2022-08-23;3;
VALENCA;495;RECORTE;STC;15,0;;2022-08-23;3;
VALENCA;490;CORTE;STC;15,0;;2022-08-23;3;
VALENCA;493;CORTE;STC;15,0;;2022-08-23;3;
VITORIA DA CONQUISTA;513;RECORTE;STC;15,0;;2022-08-23;3;
VITORIA DA CONQUISTA;500;RECORTE;STC;15,0;;2022-08-23;3;
BOM JESUS DA LAPA;27;RECORTE;EPS;8,0;;2022-08-24;4;
IBOTIRAMA;155;CORTE;EPS;10,0;;2022-08-24;4;
IBOTIRAMA;156;CORTE;EPS;5,0;;2022-08-24;4;
IBOTIRAMA;167;CORTE;EPS;5,0;;2022-08-24;4;
IBOTIRAMA;166;CORTE;EPS;5,0;;2022-08-24;4;
IBOTIRAMA;171;CORTE;EPS;5,0;;2022-08-24;4;
JEQUIE;270;RECORTE;EPS;9,0;;2022-08-24;4;
JEQUIE;273;RECORTE;EPS;9,0;;2022-08-24;4;
JEQUIE;275;RECORTE;EPS;9,0;;2022-08-24;4;
JEQUIE;281;RECORTE;EPS;9,0;;2022-08-24;4;
LUIS EDUARDO MAGALHAES;317;RECORTE;EPS;5,0;;2022-08-24;4;
LUIS EDUARDO MAGALHAES;319;RECORTE;EPS;5,0;;2022-08-24;4;
LUIS EDUARDO MAGALHAES;320;RECORTE;EPS;5,0;;2022-08-24;4;
LUIS EDUARDO MAGALHAES;323;RECORTE;EPS;5,0;;2022-08-24;4;
REMANSO;389;RECORTE;EPS;10,0;;2022-08-24;4;
REMANSO;390;RECORTE;EPS;5,0;;2022-08-24;4;
REMANSO;391;RECORTE;EPS;10,0;;2022-08-24;4;
REMANSO;392;RECORTE;EPS;5,0;;2022-08-24;4;
REMANSO;393;RECORTE;EPS;5,0;;2022-08-24;4;
SANTA MARIA DA VITORIA;412;RECORTE;EPS;5,0;;2022-08-24;4;
SANTA MARIA DA VITORIA;414;RECORTE;EPS;5,0;;2022-08-24;4;
SANTA MARIA DA VITORIA;417;RECORTE;EPS;5,0;;2022-08-24;4;
SEABRA;444;RECORTE;EPS;5,0;;2022-08-24;4;
SEABRA;442;RECORTE;EPS;5,0;;2022-08-24;4;
SERRINHA;456;CORTE;EPS;5,0;;2022-08-24;4;
SERRINHA;458;CORTE;EPS;10,0;;2022-08-24;4;
SERRINHA;459;CORTE;EPS;5,0;;2022-08-24;4;
SERRINHA;463;CORTE;EPS;5,0;;2022-08-24;4;
SERRINHA;467;CORTE;EPS;5,0;;2022-08-24;4;
SERRINHA;468;CORTE;EPS;5,0;;2022-08-24;4;
ALAGOINHAS;2;BAIXA;EPS;10,0;;2022-08-24;4;
ALAGOINHAS;3;BAIXA;EPS;15,0;;2022-08-24;4;
ALAGOINHAS;4;BAIXA;EPS;5,0;;2022-08-24;4;
BOM JESUS DA LAPA;23;BAIXA;EPS;5,0;;2022-08-24;4;
BOM JESUS DA LAPA;27;BAIXA;EPS;5,0;;2022-08-24;4;
BOM JESUS DA LAPA;33;BAIXA;EPS;5,0;;2022-08-24;4;
GRACA;129;BAIXA;EPS;15,0;;2022-08-24;4;
GRACA;130;BAIXA;EPS;60,0;;2022-08-24;4;
GRACA;131;BAIXA;EPS;15,0;;2022-08-24;4;
GRACA;132;BAIXA;EPS;15,0;;2022-08-24;4;
GRACA;133;BAIXA;EPS;15,0;;2022-08-24;4;
GRACA;134;BAIXA;EPS;15,0;;2022-08-24;4;
GRACA;135;BAIXA;EPS;60,0;;2022-08-24;4;
GRACA;136;BAIXA;EPS;60,0;;2022-08-24;4;
GRACA;137;BAIXA;EPS;30,0;;2022-08-24;4;
IPIAU;188;BAIXA;EPS;5,0;;2022-08-24;4;
IPIAU;189;BAIXA;EPS;5,0;;2022-08-24;4;
IPIAU;526;BAIXA;EPS;5,0;;2022-08-24;4;
IPIAU;527;BAIXA;EPS;5,0;;2022-08-24;4;
IPIAU;532;BAIXA;EPS;5,0;;2022-08-24;4;
IRECE;192;BAIXA;EPS;8,0;;2022-08-24;4;
PITUBA;356;RECORTE;STC;30,0;;2022-08-24;4;
TEIXEIRA DE FREITAS;479;RECORTE;STC;15,0;;2022-08-24;4;
BARREIRAS;13;CORTE;EPS;5,0;;2022-08-25;5;
BARREIRAS;18;CORTE;EPS;5,0;;2022-08-25;5;
BARREIRAS;20;CORTE;EPS;5,0;;2022-08-25;5;
CONCEICAO DO COITE;62;RECORTE;EPS;5,0;;2022-08-25;5;
CONCEICAO DO COITE;64;RECORTE;EPS;5,0;;2022-08-25;5;
CONCEICAO DO COITE;67;RECORTE;EPS;5,0;;2022-08-25;5;
CONCEICAO DO COITE;68;RECORTE;EPS;5,0;;2022-08-25;5;
CONCEICAO DO COITE;72;RECORTE;EPS;5,0;;2022-08-25;5;
CONCEICAO DO COITE;76;RECORTE;EPS;5,0;;2022-08-25;5;
LIVRAMENTO DE NOSSA SENHORA;305;CORTE;EPS;5,0;;2022-08-25;5;
