UTD;SELECIONAR;ZONA;LOCALI;MUNICIPIO;BAIRRO;TIPO_LOCAL;CLUSTERS;QTD_MAX;QTD_MIN;RAIO_IDEAL;RAIO_MAX;RAIO_STEP;CARTEIRA;TURMA;PESO_MTVCOB;PESO_PECLD;PESO_QTDFTVE;PREENCHER;QTD_PREENCHER
LUIS EDUARDO MAGALHAES;SIM;0317;;;;;1;9;8;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0318;;;;;1;9;8;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0319;;;;;1;9;8;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0320;;;;;1;9;8;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0321;;;;;1;9;8;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
LUIS EDUARDO MAGALHAES;SIM;0323;;;;;1;9;8;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0325;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0328;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0331;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0334;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0340;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0341;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PAULO AFONSO;SIM;0402;;;;;1;10;9;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PERIPERI;SIM;0347;;;;;6;24;21;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PERIPERI;SIM;0348;;;;;2;24;21;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PERIPERI;SIM;0349;;;;;1;24;21;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0350;;;;;3;22;20;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0351;;;;;2;22;20;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0352;;;;;4;22;20;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0353;;;;;2;22;20;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0354;;;;;3;22;20;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PIRAJA;SIM;0355;;;;;2;22;20;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PITUBA;SIM;0356;;;;;3;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PITUBA;SIM;0357;;;;;3;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PITUBA;SIM;0358;;;;;2;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PITUBA;SIM;0359;;;;;4;25;22;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0360;;;;;1;20;18;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0363;;;;;1;20;18;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0369;;;;;1;20;18;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0371;;;;;1;20;18;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0375;;;;;2;20;18;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
PORTO SEGURO;SIM;0376;;;;;2;20;18;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
POSTO DA MATA;SIM;0383;;;;;1;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
POSTO DA MATA;SIM;0386;;;;;1;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
POSTO DA MATA;SIM;0388;;;;;2;14;12;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
REMANSO;SIM;0389;;;;;1;22;19;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
REMANSO;SIM;0390;;;;;1;22;19;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
REMANSO;SIM;0391;;;;;1;22;19;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
REMANSO;SIM;0392;;;;;1;22;19;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
REMANSO;SIM;0393;;;;;1;22;19;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
REMANSO;SIM;0395;;;;;1;22;19;500;2500;500;CONVENCIONAL;EPS;1,0;2,0;0,0;;
